Kind,Name,CountLineComment,CountLineCode,RatioCommentToCode,PercentLackOfCohesion,CountDeclMethodAll,CountDeclMethod,MaxInheritanceTree,CountLine,CountClassDerived
Protected Method,org.openqa.selenium.support.Color.HslConverter.createColor,0,21,0,,,,,23,
Protected Method,org.openqa.selenium.support.Color.HslConverter.getPattern,0,3,0,,,,,3,
Private Method,org.openqa.selenium.support.Color.HslConverter.hueToRgb,0,8,0,,,,,8,
Private Static Class,org.openqa.selenium.support.Color.HslaConverter,0,11,0,0,20,1,3,13,0
Protected Method,org.openqa.selenium.support.Color.HslaConverter.getPattern,0,3,0,,,,,3,
Private Static Class,org.openqa.selenium.support.Color.NamedColorConverter,0,10,0,0,18,2,2,11,0
Public Method,org.openqa.selenium.support.Color.NamedColorConverter.getColor,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.Color.NamedColorConverter.getPattern,0,3,0,,,,,3,
Private Static Class,org.openqa.selenium.support.Color.RgbConverter,0,10,0,0,17,1,2,11,1
Protected Method,org.openqa.selenium.support.Color.RgbConverter.getPattern,0,3,0,,,,,3,
Private Static Class,org.openqa.selenium.support.Color.RgbPctConverter,0,15,0,50,18,2,2,17,1
Protected Method,org.openqa.selenium.support.Color.RgbPctConverter.fromMatchGroup,0,4,0,,,,,4,
Protected Method,org.openqa.selenium.support.Color.RgbPctConverter.getPattern,0,3,0,,,,,3,
Private Static Class,org.openqa.selenium.support.Color.RgbaConverter,0,9,0,0,18,1,3,10,0
Protected Method,org.openqa.selenium.support.Color.RgbaConverter.getPattern,0,3,0,,,,,3,
Private Static Class,org.openqa.selenium.support.Color.RgbaPctConverter,0,11,0,0,19,1,3,12,0
Protected Method,org.openqa.selenium.support.Color.RgbaPctConverter.getPattern,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.Color.asHex,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.Color.asRgb,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.Color.asRgba,0,11,0,,,,,11,
Public Method,org.openqa.selenium.support.Color.equals,0,9,0,,,,,11,
Public Static Method,org.openqa.selenium.support.Color.fromString,0,11,0,,,,,11,
Public Method,org.openqa.selenium.support.Color.getColor,3,3,1,,,,,6,
Public Method,org.openqa.selenium.support.Color.hashCode,0,10,0,,,,,10,
Public Method,org.openqa.selenium.support.Color.setOpacity,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.Color.toString,0,3,0,,,,,3,
Public Class,org.openqa.selenium.support.ColorTest,5,150,0.03,0,33,21,1,176,0
Public Method,org.openqa.selenium.support.ColorTest.baseColourToAwt,0,5,0,,,,,5,
Public Method,org.openqa.selenium.support.ColorTest.baseColourToRgba,0,8,0,,,,,8,
Public Method,org.openqa.selenium.support.ColorTest.checkEqualsWorks,0,5,0,,,,,5,
Public Method,org.openqa.selenium.support.ColorTest.checkHashCodeWorks,0,5,0,,,,,5,
Public Method,org.openqa.selenium.support.ColorTest.checkSettingOpacityRGB,0,7,0,,,,,9,
Public Method,org.openqa.selenium.support.ColorTest.checkSettingOpacityRGBA,0,7,0,,,,,9,
Public Method,org.openqa.selenium.support.ColorTest.hex3ToRgba,0,5,0,,,,,5,
Public Method,org.openqa.selenium.support.ColorTest.hexToHex,0,4,0,,,,,4,
Public Method,org.openqa.selenium.support.ColorTest.hexToRgb,0,5,0,,,,,5,
Public Method,org.openqa.selenium.support.ColorTest.hexToRgba,1,8,0.13,,,,,9,
Public Method,org.openqa.selenium.support.ColorTest.hslToRgba,4,20,0.2,,,,,20,
Public Method,org.openqa.selenium.support.ColorTest.hslaToRgba,0,8,0,,,,,8,
Public Method,org.openqa.selenium.support.ColorTest.rgbAllowsWhitespace,0,5,0,,,,,5,
Public Method,org.openqa.selenium.support.ColorTest.rgbPctToRgba,0,4,0,,,,,4,
Public Method,org.openqa.selenium.support.ColorTest.rgbToHex,0,5,0,,,,,5,
Public Method,org.openqa.selenium.support.ColorTest.rgbToRgb,0,4,0,,,,,4,
Public Method,org.openqa.selenium.support.ColorTest.rgbToRgba,0,4,0,,,,,4,
Public Method,org.openqa.selenium.support.ColorTest.rgbaPctToRgba,0,4,0,,,,,4,
Public Method,org.openqa.selenium.support.ColorTest.rgbaToRgba,0,4,0,,,,,4,
Public Method,org.openqa.selenium.support.ColorTest.transparentColourToAwt,0,5,0,,,,,5,
Public Method,org.openqa.selenium.support.ColorTest.transparentToRgba,0,5,0,,,,,5,
Public Enum Type,org.openqa.selenium.support.Colors,0,158,0,99,29,4,1,162,0
Constructor,org.openqa.selenium.support.Colors.Colors,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.Colors.getColorValue,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.Colors.valueOf,0,0,0,,,,,0,
Public Method,org.openqa.selenium.support.Colors.values,0,0,0,,,,,0,
Public Annotation,org.openqa.selenium.support.FindAll,0,16,0,0,1,1,0,21,0
Class,org.openqa.selenium.support.FindAll.FindByBuilder,0,13,0,0,20,1,2,16,0
Public Method,org.openqa.selenium.support.FindAll.FindByBuilder.buildIt,0,10,0,,,,,12,
Abstract Method,org.openqa.selenium.support.FindAll.value,0,1,0,,,,,1,
Public Annotation,org.openqa.selenium.support.FindBy,0,24,0,0,10,10,0,39,0
Class,org.openqa.selenium.support.FindBy.FindByBuilder,0,12,0,0,20,1,2,16,0
Public Method,org.openqa.selenium.support.FindBy.FindByBuilder.buildIt,0,9,0,,,,,12,
Abstract Method,org.openqa.selenium.support.FindBy.className,0,1,0,,,,,1,
Abstract Method,org.openqa.selenium.support.FindBy.css,0,1,0,,,,,1,
Abstract Method,org.openqa.selenium.support.FindBy.how,0,1,0,,,,,1,
Abstract Method,org.openqa.selenium.support.FindBy.id,0,1,0,,,,,1,
Abstract Method,org.openqa.selenium.support.FindBy.linkText,0,1,0,,,,,1,
Abstract Method,org.openqa.selenium.support.FindBy.name,0,1,0,,,,,1,
Abstract Method,org.openqa.selenium.support.FindBy.partialLinkText,0,1,0,,,,,1,
Abstract Method,org.openqa.selenium.support.FindBy.tagName,0,1,0,,,,,1,
Abstract Method,org.openqa.selenium.support.FindBy.using,0,1,0,,,,,1,
Abstract Method,org.openqa.selenium.support.FindBy.xpath,0,1,0,,,,,1,
Public Annotation,org.openqa.selenium.support.FindBys,0,16,0,0,1,1,0,20,0
Class,org.openqa.selenium.support.FindBys.FindByBuilder,0,13,0,0,20,1,2,16,0
Public Method,org.openqa.selenium.support.FindBys.FindByBuilder.buildIt,0,10,0,,,,,12,
Abstract Method,org.openqa.selenium.support.FindBys.value,0,1,0,,,,,1,
Public Enum Type,org.openqa.selenium.support.How,0,63,0,100,28,3,1,64,10
Anonymous Class,org.openqa.selenium.support.How.(Anon_1),0,5,0,0,29,1,2,5,0
Public Method,org.openqa.selenium.support.How.(Anon_1).buildBy,0,3,0,,,,,3,
Anonymous Class,org.openqa.selenium.support.How.(Anon_10),0,5,0,0,29,1,2,5,0
Public Method,org.openqa.selenium.support.How.(Anon_10).buildBy,0,3,0,,,,,3,
Anonymous Class,org.openqa.selenium.support.How.(Anon_2),0,5,0,0,29,1,2,5,0
Public Method,org.openqa.selenium.support.How.(Anon_2).buildBy,0,3,0,,,,,3,
Anonymous Class,org.openqa.selenium.support.How.(Anon_3),0,5,0,0,29,1,2,5,0
Public Method,org.openqa.selenium.support.How.(Anon_3).buildBy,0,3,0,,,,,3,
Anonymous Class,org.openqa.selenium.support.How.(Anon_4),0,5,0,0,29,1,2,5,0
Public Method,org.openqa.selenium.support.How.(Anon_4).buildBy,0,3,0,,,,,3,
Anonymous Class,org.openqa.selenium.support.How.(Anon_5),0,5,0,0,29,1,2,5,0
Public Method,org.openqa.selenium.support.How.(Anon_5).buildBy,0,3,0,,,,,3,
Anonymous Class,org.openqa.selenium.support.How.(Anon_6),0,5,0,0,29,1,2,5,0
Public Method,org.openqa.selenium.support.How.(Anon_6).buildBy,0,3,0,,,,,3,
Anonymous Class,org.openqa.selenium.support.How.(Anon_7),0,5,0,0,29,1,2,5,0
Public Method,org.openqa.selenium.support.How.(Anon_7).buildBy,0,3,0,,,,,3,
Anonymous Class,org.openqa.selenium.support.How.(Anon_8),0,5,0,0,29,1,2,5,0
Public Method,org.openqa.selenium.support.How.(Anon_8).buildBy,0,3,0,,,,,3,
Anonymous Class,org.openqa.selenium.support.How.(Anon_9),0,5,0,0,29,1,2,5,0
Public Method,org.openqa.selenium.support.How.(Anon_9).buildBy,0,3,0,,,,,3,
Public Abstract Method,org.openqa.selenium.support.How.buildBy,0,1,0,,,,,1,
Public Method,org.openqa.selenium.support.How.valueOf,0,0,0,,,,,0,
Public Method,org.openqa.selenium.support.How.values,0,0,0,,,,,0,
Public Class,org.openqa.selenium.support.LargeTests,0,6,0,0,13,1,1,8,0
Public Static Method,org.openqa.selenium.support.LargeTests.cleanUpDrivers,0,3,0,,,,,3,
Public Class,org.openqa.selenium.support.PageFactory,54,46,1.17,0,18,6,1,105,0
Public Static Generic Method,org.openqa.selenium.support.PageFactory.initElements,26,5,5.2,,,,,31,
Public Static Method,org.openqa.selenium.support.PageFactory.initElements,8,3,2.67,,,,,11,
Public Static Method,org.openqa.selenium.support.PageFactory.initElements,8,3,2.67,,,,,11,
Public Static Method,org.openqa.selenium.support.PageFactory.initElements,7,7,1,,,,,14,
TypeVariable,org.openqa.selenium.support.PageFactory.initElements.T,0,0,0,0,0,0,1,0,0
Private Static Generic Method,org.openqa.selenium.support.PageFactory.instantiatePage,0,12,0,,,,,12,
TypeVariable,org.openqa.selenium.support.PageFactory.instantiatePage.T,0,0,0,0,0,0,1,0,0
Private Static Method,org.openqa.selenium.support.PageFactory.proxyFields,0,14,0,,,,,14,
Public Annotation,org.openqa.selenium.support.PageFactoryFinder,0,3,0,0,1,1,0,3,0
Abstract Method,org.openqa.selenium.support.PageFactoryFinder.value,0,1,0,,,,,1,
Public Class,org.openqa.selenium.support.PageFactoryTest,5,144,0.03,28,26,14,1,208,0
Public Static Class,org.openqa.selenium.support.PageFactoryTest.ChildPage,0,3,0,0,12,0,2,4,0
Public Static Class,org.openqa.selenium.support.PageFactoryTest.ConstructedPage,0,6,0,0,13,1,1,8,0
Public Constructor,org.openqa.selenium.support.PageFactoryTest.ConstructedPage.ConstructedPage,0,3,0,,,,,3,
Public Static Class,org.openqa.selenium.support.PageFactoryTest.GrottyPage,1,4,0.25,0,12,0,1,5,0
Public Static Class,org.openqa.selenium.support.PageFactoryTest.GrottyPage2,1,4,0.25,0,12,0,1,5,0
Public Static Class,org.openqa.selenium.support.PageFactoryTest.NonWebElementsPage,0,3,0,0,12,0,1,4,0
Public Static Class,org.openqa.selenium.support.PageFactoryTest.PrivatePage,0,11,0,50,14,2,1,15,0
Public Method,org.openqa.selenium.support.PageFactoryTest.PrivatePage.getField,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.PageFactoryTest.PrivatePage.getList,0,3,0,,,,,3,
Public Static Class,org.openqa.selenium.support.PageFactoryTest.PublicPage,0,7,0,0,12,0,1,10,1
Public Static Class,org.openqa.selenium.support.PageFactoryTest.UnmarkedListPage,1,6,0.17,0,12,0,1,6,0
Public Method,org.openqa.selenium.support.PageFactoryTest.shouldComplainWhenMoreThanOneFindByAttributeIsSet,0,5,0,,,,,6,
Lambda Method,org.openqa.selenium.support.PageFactoryTest.shouldComplainWhenMoreThanOneFindByAttributeIsSet.(lambda_expr_1),0,1,0,,,,,1,
Public Method,org.openqa.selenium.support.PageFactoryTest.shouldComplainWhenMoreThanOneFindByShortFormAttributeIsSet,0,5,0,,,,,6,
Lambda Method,org.openqa.selenium.support.PageFactoryTest.shouldComplainWhenMoreThanOneFindByShortFormAttributeIsSet.(lambda_expr_1),0,1,0,,,,,1,
Public Method,org.openqa.selenium.support.PageFactoryTest.shouldInsertProxiesForPublicWebElements,0,5,0,,,,,6,
Public Method,org.openqa.selenium.support.PageFactoryTest.shouldNotDecorateFieldsWhenTheFieldDecoratorReturnsNull,1,7,0.14,,,,,10,
Lambda Method,org.openqa.selenium.support.PageFactoryTest.shouldNotDecorateFieldsWhenTheFieldDecoratorReturnsNull.(lambda_expr_1),0,1,0,,,,,1,
Public Method,org.openqa.selenium.support.PageFactoryTest.shouldNotDecorateListsOfWebElementsThatAreNotAnnotated,0,5,0,,,,,7,
Public Method,org.openqa.selenium.support.PageFactoryTest.shouldNotDecorateListsThatAreTypedButNotWebElementLists,0,5,0,,,,,7,
Public Method,org.openqa.selenium.support.PageFactoryTest.shouldNotDecorateUnTypedLists,0,5,0,,,,,7,
Public Method,org.openqa.selenium.support.PageFactoryTest.shouldNotThrowANoSuchElementExceptionWhenUsedWithAFluentWait,0,11,0,,,,,14,
Lambda Method,org.openqa.selenium.support.PageFactoryTest.shouldNotThrowANoSuchElementExceptionWhenUsedWithAFluentWait.(lambda_expr_1),0,1,0,,,,,1,
Public Method,org.openqa.selenium.support.PageFactoryTest.shouldProxyElementsFromParentClassesToo,0,7,0,,,,,9,
Public Method,org.openqa.selenium.support.PageFactoryTest.shouldProxyElementsInAnInstantiatedPage,0,8,0,,,,,11,
Public Method,org.openqa.selenium.support.PageFactoryTest.shouldProxyPrivateElements,0,6,0,,,,,8,
Public Method,org.openqa.selenium.support.PageFactoryTest.shouldProxyRenderedWebElementFields,0,4,0,,,,,5,
Public Method,org.openqa.selenium.support.PageFactoryTest.shouldUseAConstructorThatTakesAWebDriverAsAnArgument,0,5,0,,,,,7,
Public Method,org.openqa.selenium.support.PageFactoryTest.triesToDecorateNonWebElements,1,5,0.2,,,,,8,
Lambda Method,org.openqa.selenium.support.PageFactoryTest.triesToDecorateNonWebElements.(lambda_expr_1),0,1,0,,,,,1,
Public Class,org.openqa.selenium.support.SmallTests,0,1,0,0,12,0,1,1,0
Public Class,org.openqa.selenium.support.ThreadGuard,15,52,0.29,0,14,2,1,77,0
Static Class,org.openqa.selenium.support.ThreadGuard.WebDriverInvocationHandler,0,31,0,33,15,3,1,36,0
Public Constructor,org.openqa.selenium.support.ThreadGuard.WebDriverInvocationHandler.WebDriverInvocationHandler,0,6,0,,,,,6,
Public Method,org.openqa.selenium.support.ThreadGuard.WebDriverInvocationHandler.invoke,0,15,0,,,,,15,
Protected Method,org.openqa.selenium.support.ThreadGuard.WebDriverInvocationHandler.invokeUnderlying,0,4,0,,,,,4,
Private Static Method,org.openqa.selenium.support.ThreadGuard.getInterfaces,0,12,0,,,,,13,
Public Static Method,org.openqa.selenium.support.ThreadGuard.protect,0,7,0,,,,,7,
Public Class,org.openqa.selenium.support.ThreadGuardTest,0,29,0,0,15,3,1,32,0
Public Method,org.openqa.selenium.support.ThreadGuardTest.testInterfacesProxiedProperly,0,7,0,,,,,7,
Public Method,org.openqa.selenium.support.ThreadGuardTest.testProtect,0,12,0,,,,,12,
Lambda Method,org.openqa.selenium.support.ThreadGuardTest.testProtect.(lambda_expr_1),0,4,0,,,,,4,
Public Method,org.openqa.selenium.support.ThreadGuardTest.testProtectSuccess,0,5,0,,,,,5,
Package,org.openqa.selenium.support.events,307,1161,0.26,,,176,,1756,
Public Abstract Class,org.openqa.selenium.support.events.AbstractWebDriverEventListener,31,83,0.37,0,39,27,1,142,5
Public Method,org.openqa.selenium.support.events.AbstractWebDriverEventListener.afterAlertAccept,1,2,0.5,,,,,3,
Public Method,org.openqa.selenium.support.events.AbstractWebDriverEventListener.afterAlertDismiss,1,2,0.5,,,,,3,
Public Method,org.openqa.selenium.support.events.AbstractWebDriverEventListener.afterChangeValueOf,1,2,0.5,,,,,3,
Public Method,org.openqa.selenium.support.events.AbstractWebDriverEventListener.afterClickOn,1,2,0.5,,,,,3,
Public Method,org.openqa.selenium.support.events.AbstractWebDriverEventListener.afterFindBy,1,2,0.5,,,,,3,
Public Generic Method,org.openqa.selenium.support.events.AbstractWebDriverEventListener.afterGetScreenshotAs,1,2,0.5,,,,,3,
TypeVariable,org.openqa.selenium.support.events.AbstractWebDriverEventListener.afterGetScreenshotAs.X,0,0,0,0,0,0,1,0,0
Public Method,org.openqa.selenium.support.events.AbstractWebDriverEventListener.afterGetText,1,2,0.5,,,,,3,
Public Method,org.openqa.selenium.support.events.AbstractWebDriverEventListener.afterNavigateBack,1,2,0.5,,,,,3,
Public Method,org.openqa.selenium.support.events.AbstractWebDriverEventListener.afterNavigateForward,1,2,0.5,,,,,3,
Public Method,org.openqa.selenium.support.events.AbstractWebDriverEventListener.afterNavigateRefresh,1,2,0.5,,,,,3,
Public Method,org.openqa.selenium.support.events.AbstractWebDriverEventListener.afterNavigateTo,1,2,0.5,,,,,3,
Public Method,org.openqa.selenium.support.events.AbstractWebDriverEventListener.afterScript,1,2,0.5,,,,,3,
Public Method,org.openqa.selenium.support.events.AbstractWebDriverEventListener.afterSwitchToWindow,1,2,0.5,,,,,3,
Public Method,org.openqa.selenium.support.events.AbstractWebDriverEventListener.beforeAlertAccept,1,2,0.5,,,,,3,
Public Method,org.openqa.selenium.support.events.AbstractWebDriverEventListener.beforeAlertDismiss,1,2,0.5,,,,,3,
Public Method,org.openqa.selenium.support.events.AbstractWebDriverEventListener.beforeChangeValueOf,1,2,0.5,,,,,3,
Public Method,org.openqa.selenium.support.events.AbstractWebDriverEventListener.beforeClickOn,1,2,0.5,,,,,3,
Public Method,org.openqa.selenium.support.events.AbstractWebDriverEventListener.beforeFindBy,1,2,0.5,,,,,3,
Public Generic Method,org.openqa.selenium.support.events.AbstractWebDriverEventListener.beforeGetScreenshotAs,1,2,0.5,,,,,3,
TypeVariable,org.openqa.selenium.support.events.AbstractWebDriverEventListener.beforeGetScreenshotAs.X,0,0,0,0,0,0,1,0,0
Public Method,org.openqa.selenium.support.events.AbstractWebDriverEventListener.beforeGetText,1,2,0.5,,,,,3,
Public Method,org.openqa.selenium.support.events.AbstractWebDriverEventListener.beforeNavigateBack,1,2,0.5,,,,,3,
Public Method,org.openqa.selenium.support.events.AbstractWebDriverEventListener.beforeNavigateForward,1,2,0.5,,,,,3,
Public Method,org.openqa.selenium.support.events.AbstractWebDriverEventListener.beforeNavigateRefresh,1,2,0.5,,,,,3,
Public Method,org.openqa.selenium.support.events.AbstractWebDriverEventListener.beforeNavigateTo,1,2,0.5,,,,,3,
Public Method,org.openqa.selenium.support.events.AbstractWebDriverEventListener.beforeScript,1,2,0.5,,,,,3,
Public Method,org.openqa.selenium.support.events.AbstractWebDriverEventListener.beforeSwitchToWindow,1,2,0.5,,,,,3,
Public Method,org.openqa.selenium.support.events.AbstractWebDriverEventListener.onException,1,2,0.5,,,,,3,
Public Class,org.openqa.selenium.support.events.EventFiringWebDriver,14,615,0.02,63,45,32,1,753,0
Lambda Method,org.openqa.selenium.support.events.EventFiringWebDriver.(lambda_expr_1),0,10,0,,,,,10,
Private Class,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringAlert,0,26,0,0,17,5,1,31,0
Private Constructor,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringAlert.EventFiringAlert,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringAlert.accept,0,5,0,,,,,5,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringAlert.dismiss,0,5,0,,,,,5,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringAlert.getText,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringAlert.sendKeys,0,3,0,,,,,3,
Private Class,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringNavigation,0,34,0,16,18,6,1,41,0
Constructor,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringNavigation.EventFiringNavigation,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringNavigation.back,0,5,0,,,,,5,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringNavigation.forward,0,5,0,,,,,5,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringNavigation.refresh,0,5,0,,,,,5,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringNavigation.to,0,5,0,,,,,5,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringNavigation.to,0,3,0,,,,,3,
Private Class,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringOptions,0,47,0,0,23,11,1,59,0
Private Constructor,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringOptions.EventFiringOptions,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringOptions.addCookie,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringOptions.deleteAllCookies,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringOptions.deleteCookie,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringOptions.deleteCookieNamed,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringOptions.getCookieNamed,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringOptions.getCookies,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringOptions.ime,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringOptions.logs,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringOptions.timeouts,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringOptions.window,0,3,0,,,,,3,
Private Class,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringTargetLocator,0,48,0,0,22,10,1,59,0
Private Constructor,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringTargetLocator.EventFiringTargetLocator,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringTargetLocator.activeElement,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringTargetLocator.alert,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringTargetLocator.defaultContent,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringTargetLocator.frame,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringTargetLocator.frame,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringTargetLocator.frame,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringTargetLocator.newWindow,0,6,0,,,,,6,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringTargetLocator.parentFrame,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringTargetLocator.window,0,6,0,,,,,6,
Private Class,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringTimeouts,0,21,0,0,16,4,1,26,0
Constructor,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringTimeouts.EventFiringTimeouts,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringTimeouts.implicitlyWait,0,4,0,,,,,4,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringTimeouts.pageLoadTimeout,0,4,0,,,,,4,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringTimeouts.setScriptTimeout,0,4,0,,,,,4,
Public Constructor,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringWebDriver,0,18,0,,,,,20,
Lambda Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringWebDriver.(lambda_expr_2),0,11,0,,,,,12,
Private Class,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringWebElement,0,141,0,50,36,24,1,168,0
Private Constructor,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringWebElement.EventFiringWebElement,0,18,0,,,,,18,
Lambda Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringWebElement.EventFiringWebElement.(lambda_expr_1),0,11,0,,,,,11,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringWebElement.clear,0,5,0,,,,,5,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringWebElement.click,0,5,0,,,,,5,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringWebElement.equals,0,10,0,,,,,12,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringWebElement.findElement,0,6,0,,,,,6,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringWebElement.findElements,0,10,0,,,,,10,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringWebElement.getAttribute,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringWebElement.getCoordinates,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringWebElement.getCssValue,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringWebElement.getLocation,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringWebElement.getRect,0,3,0,,,,,3,
Public Generic Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringWebElement.getScreenshotAs,0,3,0,,,,,3,
TypeVariable,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringWebElement.getScreenshotAs.X,0,0,0,0,0,0,1,0,0
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringWebElement.getSize,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringWebElement.getTagName,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringWebElement.getText,0,6,0,,,,,6,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringWebElement.getWrappedDriver,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringWebElement.getWrappedElement,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringWebElement.hashCode,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringWebElement.isDisplayed,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringWebElement.isEnabled,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringWebElement.isSelected,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringWebElement.sendKeys,0,5,0,,,,,5,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringWebElement.submit,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringWebElement.toString,0,3,0,,,,,3,
Private Class,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringWindow,0,30,0,0,19,7,1,37,0
Constructor,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringWindow.EventFiringWindow,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringWindow.fullscreen,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringWindow.getPosition,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringWindow.getSize,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringWindow.maximize,0,3,0,,,,,3,
Public Method,org.openqa.selenium.support.events.EventFiringWebDriver.EventFiringWindow.setPosition,0,3,0,,,,,3,
